title,imdb_id,tmdb_id,original_title,adult,belongs_to_collection,poster_path,budget,genres,homepage,overview,popularity,production_companies,production_countries,release_date,spoken_languages,status,vote_average,vote_count,movie_id,original_language
Something's Gotta Give,tt0337741,6964.0,Something's Gotta Give,False,,/q1DO4rwTGz1VSX2sEqqboPwsXUF.jpg,80000000.0,,,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",8.524847,,,2003-12-12,,Released,6.3,422.0,somethings+gotta+give+2003,en
Somewhere in Palilula,tt2332881,140668.0,Undeva la Palilula,False,,/rB1EQi5FsMd5uytZQENOFD5OREr.jpg,0.0,,http://www.undevalapalilula.ro/,"The 60's, Romania. Serafim, a young doctor, is sent to the Hospital in Palilula, a small town lost somewhere on the country map, after the death of the previous pediatrician, Mr. Pantelica.",0.04619,,,2012-04-20,,Released,5.0,1.0,somewhere+in+palilula+2012,en
Son of Babylon,tt1415290,56807.0,Syn Babilonu,False,,/AkwrkoefTsMUFsCpf4c9nRpKEGe.jpg,0.0,,http://www.sonofbabylon.com/,"A willful young boy follows his just as obstinate grandmother in a journey across Iraq, determined to discover the fate of her missing son, Ahmed's father, who never returned from war.",0.308648,,,2009-05-01,,Released,7.7,6.0,son+of+babylon+2009,ar
Son of the Bride,tt0292542,19460.0,El hijo de la novia,False,,/1TxHRDgcytmKndHa3VpcGF9Q2vI.jpg,0.0,,,"At age 42, Rafael Belvedere is having a crisis. He lives in the shadow of his father, he feels guilty about rarely visiting his aging mother, his ex-wife says he doesn't spend enough time with their daughter and he has yet to make a commitment to his girlfriend. At his lowest point, a minor heart attack reunites him with Juan Carlos, a childhood friend, who helps Rafael to reconstruct his past.",3.319598,,,2001-08-16,,Released,7.3,37.0,son+of+the+bride+2001,es
Son of the White Mare,tt0083931,41077.0,Fehérlófia,False,,/7FcF271Yw2YPdiHIOrEFICftPXx.jpg,0.0,,,"The story’s main character is Fehérlófia, who is a man with superhuman power. He is born as the third son of a horse. He listened to old tales, mostly about the Forefather and the end of his reign, caused by evil dragons.",0.014473,,,1981-10-22,,Released,7.5,12.0,son+of+the+white+mare+1981,hu
Song of the Exile,tt0099927,41822.0,????,False,,/qrRBYoyEGCcGsaLL5Q8OAxwbtBw.jpg,0.0,,,"Set in the early 1970s, it tells the story of a Chinese-Japanese student who returns to her native Hong Kong after graduating from a university in London. Once she arrives back home, she and her family begins to fight, largely due to cultural and societal conflicts between her mother and herself.",0.000578,,,1990-04-27,,Rumored,5.0,1.0,song+of+the+exile+1990,cn
Songs from the Second Floor,tt0120263,34070.0,Sånger från andra våningen,False,,/vBNHPEVXMeDmhRiqTW17TTEkX62.jpg,0.0,,,"A film poem inspired by the Peruvian poet César Vallejo. A story about our need for love, our confusion, greatness and smallness and, most of all, our vulnerability. It is a story with many characters, among them a father and his mistress, his youngest son and his girlfriend. It is a film about big lies, abandonment and the eternal longing for companionship and confirmation.",2.42118,,,2000-10-06,,Released,7.0,61.0,songs+from+the+second+floor+2000,sv
Soo,tt1137481,52445.0,?,False,,/i9o4kBJsssjLp3xjQvxZ44Yz66D.jpg,0.0,,,"Tae-soo tries to steal from a gang. The gang catches Tae-Soo's brother, Tae-Jin, instead. The incident causes the brothers to separate. Tae-Soo becomes a mob fixer and an assassin. Tae-Jin becomes a police detective. When a call brings the brothers together, they get ready for brotherly bonding, but Tae-Jin gets killed. Tae-Soo decides to get revenge on his brother's killer.",0.911459,,,2007-03-22,,Released,6.1,9.0,soo+2007,ko
Sophie Scholl: The Final Days,tt0426578,2117.0,Sophie Scholl – Die letzten Tage,False,,/ot9nNB0clEOFgY5tvl1wAAuraFW.jpg,0.0,,http://www.sophiescholl-derfilm.de/,"True story of Germany's most famous anti-Nazi heroine brought to thrilling, dramatic life. Sophie Scholl stars Julia Jentsch in a luminous performance as the fearless activist of the underground student resistance group, The White Rose. Armed with long-buried historical records of her incarceration, director Marc Rothemund expertly re-creates the last six days of Sophie Scholl's life.",4.972236,,,2005-02-13,,Released,7.1,109.0,sophie+scholl+the+final+days+2005,de
Sophie's Choice,tt0084707,15764.0,Sophie's Choice,False,,/7kBisRhUVzL09qSdNFeg33XbL1N.jpg,12000000.0,,,"Meryl Streep stars as Sophie, a Polish immigrant who shares a boarding house in Brooklyn with her tempestuous lover, Nathan (Kevin Kline in his feature film debut), and a young writer, Stingo (Peter MacNicol).",15.417202,,,1982-12-08,,Released,7.4,149.0,sophies+choice+1982,en
Sophie's Revenge,tt1303833,24986.0,Fei chang wan mei,False,,/c7GGdrtVlV1Bsw453QsN0YCqvjs.jpg,0.0,,,"Dumped by her fiance just two months before their wedding, comic strip writer Sophie hatches an elaborate plan to get her Jeff back and punish the movie star, Joanna, who seduced him away. She finds herself a partner, Gordon, an ex-lover of Joanna's. The two start on a comic adventure full of laughs and tears, aided by Sophie's two best friends, Lucy and Lily. At the eve of her success, Sophie suddenly faced of having to chose between a repentant Jeff and Gordon who has fallen for her.",1.199484,,,2009-08-13,,Released,5.6,14.0,sophies+revenge+2009,zh
Sopyonje,tt0108192,124315.0,???,False,,/x2EqyQVaCSMcD9f2FmaMbTwflgK.jpg,0.0,,,"The specifically Korean tradition that is reclaimed in Sopyonje is the type of folk-song known as pansori, described as a musical sublimation of South-West Korea's collective grief and suffering - in other words, a kind of blues. The film's three central characters are itinerant pansori singers in the 1950s, a time when many aspects of Korean culture came under siege from Japanese and western influences. The story unfolds through flashbacks.",1.493787,,,1993-04-10,,Released,7.8,9.0,sopyonje+1993,ko
Sorry if I Love You,tt1074213,34494.0,Scusa ma ti chiamo amore,False,,/kYix8dz5ZYW2IhY858O5vMfHFeA.jpg,0.0,,,"Scusa ma ti chiamo amore is a 2008 Italian film starring Raoul Bova and Michela Quattrociocche. Alex Belli (Bova) is a 37 year old advertising executive whose fiancée Elena has just left him, and who is having difficulty at work trying to think of a good advertising campaign for a new Japanese product. Niki is a bubbly 17 year old student. She has three best friends with whom she shares all her problems, and an annoying ex-boyfriend Fabio who is set on getting her back, but Niki's not interested. One day on his way to work, Alex collides with Niki on a city street. They soon begin a romance, despite their 20-year age gap.",6.16374,,,2008-01-25,,Released,5.3,142.0,sorry+if+i+love+you+2008,it
"Sorry, Wrong Number",tt0040823,21635.0,"Sorry, Wrong Number",False,,/tkz4SJ93etwA7h0hPW1O0vwq11.jpg,0.0,,,Leona Stevenson is confined to bed and uses her telephone to keep in contact with the outside world. One day she overhears a murder plot on the telephone and is desperate to find out who is the intended victim.,8.433119,,,1948-09-01,,Released,6.8,40.0,sorry_+wrong+number+1948,en
SOS,tt0096022,17172.0,SOS – en segelsällskapsresa,False,,/vG24KxSPvRdNAIIad3pCvZRTj4y.jpg,0.0,,,"The landlubber Stig-Helmer and his Norwegian friend Ole get on a barge by mistake. They arrive at an archipelago and have to spend Midsummer among the fancy rich boat people, their yachts and summer houses.",1.842412,,,1988-12-25,,Released,4.7,19.0,sos+1988,sv
Sound of the Mountain,tt0047682,46492.0,Yama no oto,False,,/mzdKn2Eo5rZCV3fzBjVdxAI0KM8.jpg,0.0,,,An ingratiating bride develops warm ties to her father-in-law while her cold husband blithely slights her for another woman.,0.980417,,,1954-01-15,,Released,6.8,16.0,sound+of+the+mountain+1954,ja
South Park: Imaginationland,tt1308667,16023.0,South Park: Imaginationland,False,,/kuGKdb5PyX8J6khl4j3XPLbIH1J.jpg,0.0,,,Some of the boys in South Park elementary find themselves on a balloon ride to an imaginary land. At arrival they're faced with an unimaginably threat.,7.829821,,,2008-03-11,,Released,7.9,75.0,south+park+imaginationland+2008,en
Southern District,tt1526317,60708.0,Zona Sur,False,,/qGknr9SF3p0aZtEM5BhGiSUMqIU.jpg,0.0,,,"In La Paz -as opposed to many other cities- the rich live below, which is the Southern District. Life goes on without major mishaps in a large house surrounded by a beautiful garden. It is a wonderful world, a great bubble of comfort, where different personal spheres coexist: the mother, along with her three children and the Aymara inhabitants of the house. The drama surfaces slowly, without narrative ploys, observing day-to-day activities until internal and external forces make the bubble burst. The film relates the story of the final days of an upper-class family, at a time when the country is undergoing social changes.",0.22964,,,2009-08-20,,Released,5.6,4.0,southern+district+2009,en
Space Amoeba,tt0065776,38221.0,"Gezora, Ganime, Kameba: Kessen! Nankai no daikaijû",False,,/3tYRB7NPykoLGfZaWSGf6lVokuK.jpg,0.0,,,"When a space probe crash-lands on a far-flung Pacific atoll, the craft's alien stowaways decide to take over their new world one creature at a time. Soon, the parasitic life forms latch onto three indigenous critters -- a squid, a crab and a snapping turtle -- and transform them into colossal mutant monsters.",0.570395,,,1970-08-01,,Released,5.0,2.0,space+amoeba+1970,ja
Space Pirate Captain Harlock,tt2668134,192577.0,??????????,False,,/lB3movQFEgRZQWeZtCceLhUiIQj.jpg,30000000.0,,,Space Pirate Captain Harlock and his fearless crew face off against the space invaders who seek to conquer the planet Earth.,7.857666,,,2013-09-07,,Released,6.4,365.0,space+pirate+captain+harlock+2013,ja
Space Pirate Captain Harlock: Arcadia of My Youth,tt0084881,42137.0,???????????,False,,/zkVwG09IB1HRUmltxKKULEPYPh6.jpg,0.0,,,"After a drawn-out, viciously-fought war, the earth has been conquered by the alien Illumidus Empire. Harlock, a captain in earth's fleet, crashes his ship to prevent the Illumidus from using it, and flat-out refuses to join them. With the help of his allies, Tochiro and the space pirate Emereldas, and his lover Miya, he wages a private and bitter war against the Illumidus.",0.612085,,,1982-01-01,,Released,6.7,9.0,space+pirate+captain+harlock+arcadia+of+my+youth+1982,ja
Spanish Affair,tt2955316,236737.0,Ocho apellidos vascos,False,,/3VCkiEjNgv2SbJQpyqAp38ViAYS.jpg,3000000.0,,,"Rafael, a Seville citizen who has never left the Spanish region of Andalucia, decides to leave his homeland to follow Amaia, a Basque girl unlike other women he has known.",5.255451,,,2014-03-14,,Released,6.8,220.0,spanish+affair+2014,es
Special 26,tt2377938,165904.0,?????? 26,False,,/kCYyWe2oK6FaqIyLNwsBaeTUjYU.jpg,7100000.0,,,"In the early 1980s in India, a group of con artists rob well-known businessmen and politicians by posing as officers of the Central Bureau of Intelligence or income tax officials. The gang stages fake raids during which they steal great amounts of money from their targets.",2.78114,,,2013-02-07,,Released,6.9,43.0,special+26+2013,hi
Special Correspondents,tt1194610,20626.0,Envoyés très spéciaux,False,,/AcnYpgmzn3qJlMCBUwGtur71J2G.jpg,0.0,,,"R2I, a famous news radio station, sends its best reporting duo to Iraq: Frank, journalist, and Poussin, sound engineer. Very quickly, millions of listeners follow their highly documented stories, reflecting the hot intensity of the fighting and the difficult survival of the population.",2.375541,,,2009-01-21,,Released,4.9,20.0,special+correspondents+2009,fr
Special Delivery,tt0302382,78278.0,C'est le bouquet !,False,,/ci8izkRkk9QpL3Lb6W2SiQEMUl8.jpg,0.0,,,"An unexpected phone call from a certain Kirsch sets off a crisis between Catherine and Raphaël that will affect all those around them, be they close friends or casual acquaintances.",0.013177,,,2002-12-11,,Released,0.0,0.0,special+delivery+2002,fr
Special Forces,tt1656192,74513.0,Forces spéciales,False,,/47HMBrYSIh8OdisTEsVRwWtkRn8.jpg,10000000.0,,http://www.facebook.com/forcesspeciales,"Afghanistan. War correspondent Elsa Casanova is taken hostage by the Taliban. Faced with her imminent execution, a Special Forces unit is dispatched to free her. In some of the world’s most breathtaking yet hostile landscapes, a relentless pursuit begins between her kidnappers who have no intention of letting their prey escape them and a group of soldiers who risk their lives in pursuit of their single aim – to bring her home alive. This strong, independent woman and these men of duty are thrown together and forced to confront situations of great danger that inextricably bind them – emotionally, violently and intimately.",5.3584,,,2011-11-02,,Released,6.4,132.0,special+forces+2011,fr
Special Mission Lady Chaplin,tt0060704,200863.0,Missione speciale Lady Chaplin,False,,/bNmafnVv6bzIRso2oeiYyFogFJ9.jpg,0.0,,,"Lady Chaplin is a beautiful woman, she is a fashion stylist and she owns an atelier in Paris. Zoltan is a rich American specialized in submarine researches. Dick Malloy is an American secret agent. What have the three in common? Perhaps a sunk American atomic submarine with sixteen missiles still on board? And why every other scene one, two, ten or more men are trying to kill Malloy in every conceivable way?",0.520407,,,1966-08-12,,Released,0.0,0.0,special+mission+lady+chaplin+1966,it
Speed & Angels,tt1112756,56745.0,Speed & Angels,False,,/rivU7o8Deal4mPG0jiMYHVNdyI5.jpg,1.0,,http://www.speedandangels.com/,"Inspired by the passion of two young Navy officers, director Peyton Wilson captures Jay and Meagan as they pursue their childhood dream of becoming naval aviators flying the F-14 Tomcat. Shot in epic Hi Definition, the aerial footage and stunning cockpit photography provide a dramatic backdrop for the more universal story of what it’s like to fight for your dreams. From dogfights in the Nevada desert, to night landings on aircraft carriers in the Atlantic what begins as a story of realizing a childhood dream turns into a story of fighting for one's life.",0.749686,,,2008-02-01,,Released,3.3,3.0,speed++angels+2008,en
Spencer's Mountain,tt0057523,44916.0,Spencer's Mountain,False,,/g7vN9ZduHCI5mmFs3jfI0vJxxm3.jpg,0.0,,,"Clay Spencer is a hard-working man who loves his wife and large family. He is respected by his neighbors and always ready to give them a helping hand. Although not a churchgoer, he even helps a newly arrived local minister regain his flock after he and Clay get into a bit of trouble. If he has one dream in life it's to build his wife Olivia a beautiful house on a piece of land he inherited on Spender's mountain. When his eldest son, Clayboy, graduates at the top of his high school class and has the opportunity to go to college, Clay has only one option left to him.",5.477087,,,1963-05-16,,Released,6.3,15.0,spencers+mountain+1963,en
Süperseks,tt0384576,11207.0,Süperseks,False,,/khO86YubixRdslAbVxAQfKSXqJL.jpg,0.0,,,No overview found.,0.084158,,,2004-09-30,,Released,0.0,0.0,sperseks+2004,de
Spider Forest,tt0407821,21781.0,???,False,,/fa14wvX6KZiWP7LHz4pUQ1H5YE4.jpg,0.0,,,"A recently widowed TV producer is drawn to an isolated cabin in a mysterious woods. KANG Min regains his consciousness 14 days after brain surgery following a mysterious accident he had in the forest. Shockingly enough, the first thing he says is that two people died in Spider Forest. Detective CHOI, KANG Min's friend, finds a couple brutally murdered at a cottage in the forest, just like KANG Min described. As the couple found dead at the cottage are identified as CHOI Jong-phil, his senior from work, and HWANG Soo-young, his girlfriend, KANG Min becomes both a witness and key suspect in the investigation.",1.833655,,,2004-09-03,,Released,6.7,33.0,spider+forest+2004,ko
Spider Lilies,tt0891457,43088.0,Ci qing,False,,/heBEwl82EUJcsD2nmj2ZiAjX9Zg.jpg,0.0,,http://www.encorefilms.com/spiderlilies/,"When Jade, a web-cam girl, visits Takeko's tattoo studio she becomes entranced with the image of the spider lily and with Takeko as well. In order to get closer to the object of her desire, Jade asks Takeko to give her the same lily tattoo, challenging Takeko's monastic existence and opening up memories which threaten to tear the two women apart.",0.974875,,,2007-03-30,,Released,6.4,10.0,spider+lilies+2007,zh
Spies,tt0019415,78507.0,Spione,False,,/zmxhHXh1Vw75YPdRXJC1mtEb9hL.jpg,0.0,,,The mastermind behind a ubiquitous spy operation learns of a dangerous romance between a Russian lady in his employ and a dashing agent from the government's secret service.,1.350301,,,1928-03-22,,Released,7.4,15.0,spies+1928,de
Spine Tingler! The William Castle Story,tt0795473,82594.0,Spine Tingler! The William Castle Story,False,,/cb4TlIpSDyLRWmspJ3rRP0dhXko.jpg,0.0,,,"Chronicles the last great American showman, filmmaker William Castle, a master of ballyhoo who became a brand name in movie horror with his outrageous audience participation gimmicks.",0.116412,,,2007-11-08,,Released,8.0,2.0,spine+tingler+the+william+castle+story+2007,en
Spiral,tt0244870,11366.0,????,False,,/bT9dnJJ7kApqIwRKi3sLTJN4Uw1.jpg,0.0,,,"In a small town in Japan, Kirie comes upon her boyfriend's father silently videotaping a snail. Later, the mans obsession with spirals becomes more and more bizarre, ending in his suicide in a washing machine which turn his body into a spiral. Soon other inhabitants become possessed with different forms of spirals.",3.379964,,,2000-02-11,,Released,6.0,49.0,spiral+2000,ja
Spirit: Stallion of the Cimarron,tt0166813,9023.0,Spirit: Stallion of the Cimarron,False,,/7cfXsSe621cWpCpAuuJgud0Gszt.jpg,80000000.0,,,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",16.724836,,,2002-05-24,,Released,7.4,870.0,spirit+stallion+of+the+cimarron+2002,en
Spirited Away,tt0245429,129.0,????????,False,,/ynXoOxmDHNQ4UAy0oU6avW71HVW.jpg,15000000.0,,http://movies.disney.com/spirited-away,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,41.048866,,,2001-07-20,,Released,8.3,3968.0,spirited+away+2001,ja
Spiritual Kung Fu,tt0078128,18760.0,??,False,,/5qCypK8eeXaAkpX2u28UEwg1N67.jpg,0.0,,,Jackie Chan plays the part of the class clown in a shaolin temple whose deadliest secret is stolen. All is lost until Jackie's character discovers dancing blue ghosts with bright red hair who haunt the library.,1.502234,,,1978-11-23,,Released,6.3,11.0,spiritual+kung+fu+1978,cn
SPL: Kill Zone,tt0478024,13127.0,???,False,,/ijSFK7vW99pE1sL5BzMQbX6MSAL.jpg,0.0,,,"Chan, an articulate senior detective nearing the end of his career, is taking care of the daughter of a witness killed by ruthless crime lord Po. Martial arts expert Ma is set to take over as head of the crime unit, replacing Chan who wants an early retirement.",8.416631,,,2005-11-18,,Released,6.8,72.0,spl+kill+zone+2005,zh
Splatter: Naked Blood,tt0217679,36075.0,?? ?????,False,,/yCLPovhiuoiKoN3JLUAlKQ7D5SL.jpg,0.0,,,"A scientist taints his mother's scientific experiment with his own drug that transforms pain into a pleasurable experience. Unfortunately for the three women involved in the experiment, the drug works a little bit too well.",1.209099,,,1996-02-20,,Released,5.4,18.0,splatter+naked+blood+1996,ja
Spring in a Small Town,tt0189219,21058.0,Xiao cheng zhi chun,False,,/wmqMTxASXu72xGnhyYLyeBVHaBI.jpg,0.0,,,"After eight years of marriage to Liyan - once rich but now a shadow of his former self following a long, ruinous war - Yuwen does little except deliver his daily medication. A surprise visit from Liyan's friend Zhang re-energises the household, but also stirs up dangerously suppressed longings and resentments.",0.976409,,,1948-02-01,,Released,6.7,12.0,spring+in+a+small+town+1948,zh
Spring Subway,tt0365402,64156.0,Kaiwang chuntian de ditie,False,,/orHuKdJWKqgUtMZrfQ4ar3s5aG0.jpg,0.0,,,A stylish urban romance about the silent suffering of a modern Chinese couple.,0.068382,,,2002-05-28,,Released,8.0,1.0,spring+subway+2002,zh
"Spring, Summer, Fall, Winter... and Spring",tt0374546,113.0,? ?? ?? ?? ??? ?,False,,/uYQwUyHBKLPmCqUc9wMdphiphW2.jpg,0.0,,http://www.fruehling-sommer.de,"This South Korean film takes place on an isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.",8.157887,,,2003-09-19,,Released,7.6,240.0,spring_+summer_+fall_+winter...+and+spring+2003,ko
Springsteen & I,tt2513616,199782.0,Springsteen & I,False,,/r8jD8MWpK02UYwDE9clJWnE5JVH.jpg,0.0,,,"For 40 years Bruce Springsteen has influenced fans from all over. His songs defined more than a generation. This film gives the fans just as much time as The Boss himself, with never shown footage and live performances from his last tour.",1.5699,,,2013-07-22,,Released,7.5,11.0,springsteen++i+2013,en
Springtime in a Small Town,tt0332831,61485.0,????,False,,/e0ZF9nLlzwGHZcH3L6FEDhkN97x.jpg,0.0,,,"In a mansion decimated during World War II, a frustrated, bored housewife, Yuwen, is torn between caring for her ailing husband and her longing for a former sweetheart, a doctor who has come to treat her husband.",0.802407,,,2002-09-04,,Released,6.2,6.0,springtime+in+a+small+town+2002,zh
Spy Kids: All the Time in the World,tt1517489,56288.0,Spy Kids: All the Time in the World,False,,/eHldUGDNxb4ZPQSPDnGolyFDECa.jpg,27000000.0,,http://spykidsmovie.net/,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa (Jessica Alba) is thrown back into the action along with her stepchildren when a maniacal Timekeeper (Jeremy Piven) attempts to take over the world. In order to save the world, Rebecca (Rowan Blanchard) and Cecil (Mason Cook) must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them.",9.580214,,,2011-08-18,,Released,4.4,228.0,spy+kids+all+the+time+in+the+world+2011,en
Séraphine,tt1048171,14415.0,Séraphine,False,,/wzjeh89dIAPYmJETRuUBX0qoQoY.jpg,0.0,,http://www.seraphine-lefilm.com,"The tragic story of French naïve painter Séraphine Louis aka Séraphine de Senlis (1864-1942), a humble servant who becomes a gifted self-taught painter. Discovered by prominent critic and collector William Uhde, she came to prominence between the wars grouped with other naïve painters like Henri Rouseau only to descend into madness and obscurity with the onset of Great Depression and World War II.",1.998584,,,2008-10-01,,Released,6.6,26.0,sraphine+2008,fr
Série noire,tt0079980,64349.0,Série noire,False,,/iQHB7kHXvf86usLTvWKcqBjs9PU.jpg,0.0,,,"Franck Poupart is a slightly neurotic door-to-door salesman in a sinister part of Paris' suburbs. He meets Mona, a teenager, who's been made a prostitute by her own aunt. Franck would like to change his life and also save Mona from her aunt. Murder is the only solution he finds to achieve his goal... A very gloomy movie, exuding dispair and uneasiness, with pathetic characters.",0.976968,,,1979-04-25,,Released,6.3,11.0,srie+noire+1979,fr
St. Elmo's Fire,tt0090060,11557.0,St. Elmo's Fire,False,,/oRmvCyeGhXy2JrNgF88KqY3Hgir.jpg,0.0,,,"Seven friends - Alec, Billy, Jules, Kevin, Kirby, Leslie and Wendy - are trying to navigate through life and their friendships following college graduation. Alec, who aspires to political life, has just shown his true colors by changing his allegiance from Democrat to Republican, which freaks out girlfriend Leslie, who he wants to marry. Budding architect Leslie, on the other hand, has an independent streak. She believes she has to make a name for herself to find out who she is before she can truly commit to another person in marriage. But Leslie and Alec have decided to live together. Because Leslie refuses to marry Alec, he believes that justifies certain behavior. Kirby, who wants to become a lawyer and who pays for his schooling by working as a waiter at their local hangout called St. Elmo's Bar, and struggling writer Kevin are currently roommates. They are on opposite extremes of the romance spectrum.",9.116245,,,1985-06-20,,Released,6.0,133.0,st.+elmos+fire+1985,en
St. Trinian's,tt0964587,10748.0,St. Trinian's,False,,/7WkJDzTqWaw2j57Yx1KvoIb5eWA.jpg,0.0,,http://www.sttriniansmovie.co.uk/,"When their beloved school is threatened with closure should the powers that be fail to raise the proper funds, the girls scheme to steal a priceless painting and use the profits to pull St. Trinian's out of the red.",5.381183,,,2007-12-21,,Released,5.6,148.0,st.+trinians+2007,en
StageFright: Aquarius,tt0092576,20465.0,Deliria,False,,/kyyhoyu2cz0MqDIMQy9iZNBzhxM.jpg,1000000.0,,,"A troupe of struggling stage actors is rehearsing for a small-town production of a play. Everything seems to be as it should until one of the cast members turns up dead. In a panic, the others try to get out, only to find they are now locked in the theater with the killer! Which one of them committed the murder, and who will get out alive?",2.776386,,,1987-02-08,,Released,6.3,39.0,stagefright+aquarius+1987,en
Stalingrad,tt1966566,203793.0,??????????,False,,/4qw1kuMxdIwXuniOXRAJLlRNWO1.jpg,30000000.0,,http://www.StalingradMovie.net,"Drama set in 1942, during one of the most important battles of World War II, which stopped the progress of Nazi forces and turned the tide of war in favor of the Allies. The Soviet army mounts a counter-attack on the Nazi forces that occupy half of Stalingrad on the other side of the Volga, but the operation to cross the river is unsuccessful. A few soldiers who managed to get to the other side take refuge in a house on the bank of Volga. Here they find a girl who didn’t escape when the Germans came. While the whole might of the German army descends onto them, the heroes of Stalingrad experience love, loss, joy and the sense of ultimate freedom that can only be felt by those about to die. They defend the house at all costs while the Red Army prepares for another attack.",0.595196,,,2013-10-09,,Released,5.7,93.0,stalingrad+2013,ru
Stalker,tt0079944,1398.0,???????,False,,/ezt0Z9wIcPIxiks0J4dm8zJn575.jpg,0.0,,,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A Stalker guides two men into the Zone, specifically to an area in which deep seeded desires are granted.",7.787515,,,1979-04-16,,Released,7.8,356.0,stalker+1979,ru
Stand by Me Doraemon,tt3331846,265712.0,STAND BY ME ?????,False,,/wO0rlZ1d2uUdNejPNlZWIDwNxgJ.jpg,35000000.0,,http://doraemon-3d.com/,"In the suburbs of Tokyo some time ago, there lived a clumsy boy about 10 years old. There appeared in front of him named Sewashi, Nobita's descendant of four generations later from the 22nd century, and Doraemon, a 22nd century cat-type caretaker robot who helps people with its secret gadgets. Sewashi claims that his family is suffering from the debts Nobita made even to his generation, so in order to change this disastrous future, he brought along Doraemon as Nobita's caretaker to bring happiness to his future, although Doraemon is not happy about this. And so Sewashi installed an accomplishment program into Doraemon forcing him to take care of Nobita. Unless he makes Nobita happy, Doraemon can no longer go back to the 22nd century. This is how the life of Doraemon and Nobita begins. Will Doraemon succeed this mission and return to the 22nd century?",6.493765,,,2014-08-08,,Released,7.0,103.0,stand+by+me+doraemon+2014,ja
Stand Up and Cheer!,tt0025829,46159.0,Stand Up and Cheer!,False,,/mBuswHb8Y7a0PM2L7wXqbEMp8mF.jpg,0.0,,,President Franklin Roosevelt appoints a theatrical producer as the new Secretary of Amusement in order to cheer up an American public still suffering through the Depression. The new secretary soon runs afoul of political lobbyists out to destroy his department.,0.29391,,,1934-05-04,,Released,4.0,3.0,stand+up+and+cheer+1934,en
"Standing Aside, Watching",tt2763624,218393.0,Na kathesai kai na koitas,False,,/tndUIlOYWeHhpvtubfAyOZbxaFB.jpg,0.0,,,"Antigone returns from Athens to her troubled hometown, determined to keep a low profile. But this is a complex, difficult woman — her name is no coincidence — and her run-ins with the town's brutish men set a dramatic series of events in motion. A moral drama with an edge.",0.051914,,,2013-11-08,,Released,5.0,1.0,standing+aside_+watching+2013,el
Stanley Kubrick: A Life in Pictures,tt0278736,30416.0,Stanley Kubrick: A Life in Pictures,False,,/upEsuFVelDAJPfbpM3iByVVHqrF.jpg,0.0,,,"With commentary from Hollywood stars, outtakes from his movies and footage from his youth, this documentary looks at Stanley Kubrick's life and films. Director Jan Harlan, Kubrick's brother-in-law and sometime collaborator, interviews heavyweights like Jack Nicholson, Woody Allen and Sydney Pollack, who explain the influence of Kubrick classics like ""Dr. Strangelove"" and ""2001: A Space Odyssey,"" and how he absorbed visual clues from disposable culture such as television commercials.",2.48768,,,2001-05-02,,Released,7.2,44.0,stanley+kubrick+a+life+in+pictures+2001,en
Stanley Kubrick's Boxes,tt1263704,97394.0,Stanley Kubrick's Boxes,False,,/92vA4lHOWye6aYQsVLqTfYUVKYq.jpg,0.0,,,"A few years after his death, the widow of Stanley Kubrick (1928-1999) asks Jon Ronson to look through the contents of about 1,000 boxes of meticulously sorted materials Kubrick left. Ronson finds that most contain materials reflecting work Kubrick did after the release of ""Barry Lindon "" in 1975, when Kubrick's film output slowed down. Ronson finds audition tapes for ""Full Metal Jacket,"" photographs to find the right hat for ""Clockwork Orange"" or the right doorway for ""Eyes Wide Shut"" -- thousands of details that went into Kubrick's meticulous approach. Ronson believes that the boxes show ""the rhythm of genius."" Interviews with family, staff, and friends are included.",0.834837,,,2008-07-15,,Released,6.8,15.0,stanley+kubricks+boxes+2008,en
Star!,tt0063642,52959.0,Star!,False,,/e4I6LDDCaQxBESDtPo0yemtF4JL.jpg,14320000.0,,,Gertrude Lawrence rises to stage stardom at the cost of happiness.,0.585397,,,1968-07-18,,Released,6.0,7.0,star+1968,en
Star Trek: First Contact,tt0117731,199.0,Star Trek: First Contact,False,,/qhVB8eUGwkdVvd8Fezk0AgcMPDH.jpg,46000000.0,,http://www.startrek.com/startrek/view/series/MOV/008/index.html,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",8.808497,,,1996-11-21,,Released,7.0,671.0,star+trek+first+contact+1996,en
