title,imdb_id,tmdb_id,original_title,adult,belongs_to_collection,poster_path,budget,genres,homepage,overview,popularity,production_companies,production_countries,release_date,spoken_languages,status,vote_average,vote_count,movie_id,original_language
Desire: The Vampire,tt0083821,171292.0,Desire: The Vampire,False,,/7ObLNCBx5JPHFBmKH2gfffSiwiU.jpg,0.0,,,A Coroner's assistant (who is also a law student) gets involved in a strange case involving his girlfriend's place of employment (a hospital) and Vampires after Milton King is drained of his blood. Strange things happen as a defrocked priest tries to thwart all efforts to solve this case.,0.251427,,,1982-11-15,,Released,4.0,1.0,desire+the+vampire+1982,en
Destiny,tt0012494,29267.0,Der müde Tod,False,,/zgRB2MhCTfOMkxRO7seX6GxOaKJ.jpg,0.0,,,"As a young couple stops and rests in a small village inn, the man is abducted by Death and is sequestered behind a huge doorless, windowless wall. The woman finds a mystic entrance and is met by Death, who tells her three separate stories set in exotic locales, all involving circumstances similar to hers. In each story, a woman, trying to save her lover from his ultimate tragic fate, fails. The young lady realizes the meaning of the tales and takes the only step she can to reunite herself with her lover.",2.8041,,,1921-10-06,,Released,7.4,25.0,destiny+1921,de
Destiny,tt0119629,37673.0,??????,False,,/wSNcZH7kii3LH3b5DBCMRvaNk3Q.jpg,0.0,,,"The story is set in the 12th century in Arab-ruled Spanish province Andalusia, where famed philosopher Averroes is appointed grand judge by the caliph and his liberal court judgements are not liked by everyone. The caliph's political rivals, centered around the leader of a fanatical Islamic sect, force the caliph to send Averroes into exile, but his ideas keep on living thanks to his students.",0.395469,,,1997-05-09,,Released,6.9,9.0,destiny+1997,ar
Destroy All Monsters,tt0063172,3107.0,?????,False,,/fqJo6QrNx0poSwpZIdOZmSXi2UP.jpg,0.0,,,"The 9th Godzilla film was the last made by the original Godzilla creators, and was meant to be a grand finale.  Aliens have released all the giant monsters from their imprisonment on Monster Island and are using them to destroy earth's major cities.  It is up to the daring crew of the super rocket ship X-2 to infiltrate the aliens' headquarters before the Earth monsters and King Ghidrah annihilate the planet.",3.74447,,,1968-08-01,,Released,6.4,33.0,destroy+all+monsters+1968,ja
Detective Dee and the Mystery of the Phantom Flame,tt1123373,48492.0,????????,False,,/2PHpd9dMhrvEaeQk0zRTUQUm2EO.jpg,13000000.0,,,An exiled detective is recruited to solve a series of mysterious deaths that threaten to delay the inauguration of Empress Wu.,7.17548,,,2010-09-18,,Released,6.5,101.0,detective+dee+and+the+mystery+of+the+phantom+flame+2010,zh
Detour,tt1278124,29923.0,Snarveien,False,,/xM4oKqiovTUSy9Oq8ZxDtqZXz8Q.jpg,2200000.0,,http://www.snarveien-film.no/,"Driving back to Norway, Lina and Martin reach a roadblock where a policeman tells them to take a detour deep into the Swedish forest. But soon one creepy incident after another leaves them stranded in the dark woods and everything seems much too bizarre to be accidental.",0.66715,,,2009-07-31,,Released,5.4,9.0,detour+2009,no
Deuce Bigalow: Male Gigolo,tt0205000,10402.0,Deuce Bigalow: Male Gigolo,False,,/1AGR1KdIk1llaW983XsW5YsoPsI.jpg,17000000.0,,,"Deuce Bigalow is a less than attractive, down on his luck aquarium cleaner. One day he wrecks the house of a gigolo and needs quick money to repair it. The only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. He encounters a couple of problems, though. He falls in love with one of his unusual clients, and a sleazy police officer is hot on his trail.",6.567794,,,1999-12-10,,Released,5.4,314.0,deuce+bigalow+male+gigolo+1999,en
Devil Hunter,tt0080486,84362.0,El caníbal,False,,/kRU8hOlIDszMVU1fBBFwfV2QKN2.jpg,0.0,,,"The lovely Laura, on a modelling job in South Africa, is kidnapped by a gang who carry her off into the jungle from where they demand a huge ransom. Two men set off in a helicopter to rescue her, little knowing what horrors Laura is enduring in the meantime in the savage clutches of a primitive and bloodthristy world. Laura's rescuers not only have to face the cruel violence of her captors - but also the horrifying lust for blood of a primitive and cruel god.",1.439215,,,1980-12-05,,Released,3.8,8.0,devil+hunter+1980,es
Devil in the Flesh,tt0038476,63764.0,Le diable au corps,False,,/xfCuGaK065BKJloPSPQeVEOgVqn.jpg,0.0,,,,0.352696,,,1947-09-22,,Released,5.3,7.0,devil+in+the+flesh+1947,fr
Devil's Doorway,tt0042395,34651.0,Devil's Doorway,False,,/rpGUuEbVyTBBqIIm2lCiawV1zfD.jpg,0.0,,,A Native American Civil War hero returns home to fight for his people.,3.952323,,,1950-09-15,,Released,5.9,9.0,devils+doorway+1950,en
Devil's Due,tt2752758,79316.0,Devil's Due,False,,/u8u1q4eu4Yxt8n1NXuykzguDjj8.jpg,7000000.0,,,An unexpected pregnancy takes a terrifying turn for newlyweds Zach and Samantha McCall.,10.591125,,,2014-01-08,,Released,4.4,218.0,devils+due+2014,en
Devils on the Doorstep,tt0245929,25838.0,????,False,,/hBJD9olyXvj2ugw1AHllm3gZQWp.jpg,0.0,,,"During the Japanese occupation of China, two prisoners are dumped in a peasant's home in a small town. The owner is bullied into keeping the prisoners until the next New Year, at which time they will be collected. The village leaders convene to interrogate the prisoners. The townspeople then struggle to accommodate the prisoners. One is a bellicose Japanese nationalist, the other a nervous translator. Will the townspeople manage to keep the prisoners until the New Year?",2.438822,,,2000-05-12,,Released,7.7,37.0,devils+on+the+doorstep+2000,zh
Devil's Playground,tt0293088,30068.0,Devil's Playground,False,,/pLTgd18MUiXfaL7V7nar6KRHIAX.jpg,0.0,,,"The Devil's Playground is a fascinating and moving documentary about a little-known aspect of Amish life. Amish are not permitted to join the church until their late teens, and have to do so of their own volition. The film explores Rumspringa, wherein young Amish are given the opportunity to explore the ""English"" way of life.",1.078421,,,2002-01-01,,Released,6.7,14.0,devils+playground+2002,en
Dexter the Dragon & Bumble the Bear,tt0188404,21375.0,Als Je Begrijpt Wat Ik Bedoel,False,,/yoxwHoUFHGzXTwwgWVt14sbC2bs.jpg,0.0,,,"Bumble the Bear (Olivier Bommel) finds an egg that, it turns out, has a cute little dragon in it. However, this dinosaur grows huge every time it is upset. As this causes a lot of problems, Ollie Bommel has to face a difficult dilemma.",0.559828,,,1983-02-03,,Released,7.3,8.0,dexter+the+dragon++bumble+the+bear+1983,nl
Diabolique,tt0046911,827.0,Les diaboliques,False,,/mNaL2CFsABXJKmnst1V2X2Or3Go.jpg,0.0,,,"In this classic of French suspense, the cruel and abusive headmaster of a boarding school, Michel Delassalle, becomes the target of a murder plot hatched by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women, brought together by their mutual hatred for the man, pull off the crime but become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.",6.028408,,,1955-01-29,,Released,7.9,198.0,diabolique+1955,fr
Diary of a Chambermaid,tt0058249,36245.0,Le journal d'une femme de chambre,False,,/gSeKYcN9JGDpNxocFTPV1ZjLVpa.jpg,0.0,,,"A stylish, very attractive young woman arrives from Paris to become chambermaid for an odd family at their country chateau.",3.003084,,,1964-01-01,,Released,7.2,33.0,diary+of+a+chambermaid+1964,fr
Diary of a Chambermaid,tt2711898,320003.0,Journal d'une femme de chambre,False,,/goyWKucLOHNAetLa9DAEz69xPDo.jpg,0.0,,,"France, around 1900. Coming from the vibrancy of Paris, pert Célestine is procured as a chambermaid in Normandy. In the Lanlaire's villa she encounters the lecherous man of the house and his asexual, tyrannical and jealous wife. Célestine is determined to avoid the fate suffered by the cook Marianne who has already secretly killed one child born out of wedlock and now despairingly realises she is pregnant again. The lively maid is intrigued by what the mysterious manservant Joseph is up to: he distributes anti-Semitic leaflets and suggests that she could work for him as a prostitute in Cherbourg…",2.967943,,,2015-02-07,,Released,5.2,41.0,diary+of+a+chambermaid+2015,fr
Diary of a Country Priest,tt0042619,43376.0,Journal d'un curé de campagne,False,,/cFH1ZD7AxS1PnMUuB4HB1S7WMpi.jpg,0.0,,,"A frail priest is assigned to a small French provincial town where he slowly is able to help some wayward souls rediscover their faith in God, but must soon contend with his own realization that he is dying.",2.957558,,,1951-02-07,,Released,7.7,41.0,diary+of+a+country+priest+1951,fr
Diary of a Lost Girl,tt0020475,42637.0,Tagebuch einer Verlorenen,False,,/uDR1Tt2pFR0M3gUFCJ1w2oiVYlM.jpg,0.0,,,"Thymiane Henning, an innocent young girl, is raped by the clerk of her father's pharmacy. She becomes pregnant, is rejected by her family, and must fend for herself in a harsh, cruel world.",0.589726,,,1929-09-27,,Released,7.4,20.0,diary+of+a+lost+girl+1929,de
Diary of a Nymphomaniac,tt1111890,19173.0,Diario de una ninfómana,False,,/elirjGAdeBGnABADayf6EtSsXzK.jpg,0.0,,http://www.diariodeunaninfomanalapelicula.com/,"A chronicle of the life of a middle-class French girl's sexual adventures, her then fall into prostitution, and her ultimate redemption.",5.28626,,,2008-10-14,,Released,5.5,70.0,diary+of+a+nymphomaniac+2008,es
Diary of a Wimpy Kid: Dog Days,tt2023453,82650.0,Diary of a Wimpy Kid: Dog Days,False,,/tev1d0E9hkiloecGi038tvTsm3y.jpg,22000000.0,,,"School is out and Greg is ready for the days of summer, when all his plans go wrong. What on earth is he going to do all summer?",10.225555,,,2012-08-02,,Released,6.0,229.0,diary+of+a+wimpy+kid+dog+days+2012,en
"Die Bademeister – Weiber, saufen, Leben retten",tt0202806,11664.0,"Die Bademeister – Weiber, saufen, Leben retten",False,,/esd4juDeWC5Qh57oAyQb4co7FFI.jpg,0.0,,,No overview found.,0.59691,,,1999-06-18,,Released,2.8,3.0,die+bademeister++weiber_+saufen_+leben+retten+1999,de
Die Hard: With a Vengeance,tt0112864,1572.0,Die Hard: With a Vengeance,False,,/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,90000000.0,,,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",15.138855,,,1995-05-19,,Released,6.9,2094.0,die+hard+with+a+vengeance+1995,en
Die Nibelungen: Kriemhild's Revenge,tt0015174,42512.0,Die Nibelungen: Kriemhilds Rache,False,,/7dLf8Oj4qQLatgE8xv7TdMMnFLb.jpg,0.0,,,"After Siegfried's death, Kriemhild marries Etzel, the King of the Huns. She gives birth to a child, and invites her brothers for a party. She tries to persuade Etzel and the other Huns to kill Hagen, the murderer of Siegfried, but he is protected by her brothers. A fierce battle begins to force her brothers to give Hagen to her.",0.828949,,,1924-04-25,,Released,7.5,14.0,die+nibelungen+kriemhilds+revenge+1924,de
Die Nibelungen: Siegfried,tt0015175,31506.0,Die Nibelungen: Siegfried,False,,/e860uFCvNlsHMYzKqXv8arApQ3L.jpg,0.0,,,"Siegfried, son of King Sigmund, hears of the beautiful sister of Gunter, King of Worms, Kriemhild. On his way to Worms, he kills a dragon and finds a treasure, the Hort. He helps Gunther to win Brunhild, by using a mask that makes him invisible. But because Brunhild is cursing Kriemhild, she tells her what really happened. Now Brunhild wants Siegfried's head.",1.827403,,,1924-02-13,,Released,7.7,19.0,die+nibelungen+siegfried+1924,de
"Die, Mommie, Die!",tt0322023,43708.0,"Die, Mommie, Die!",False,,/5z2dmxmDMBkUODTvFhoTOq0M1ST.jpg,0.0,,,"You slipped into my life as easily as vermouth into a glass of gin, purrs reclusive singing star Angela Arden. Arden is not only haunted by a secret, she's treated like dirt by her louse of a husband, her snoopy maid, and her petulant daughter. Only her mentally defective son and a well-endowed gigolo treat her with love and affection. Is it any wonder she takes drastic action to improve her life?",0.950658,,,2003-10-31,,Released,6.6,17.0,die_+mommie_+die+2003,en
Dig!,tt0388888,1843.0,Dig!,False,,/oVjgiGLPm8V4WXyXLXZ1ne0HXFl.jpg,0.0,,http://www.digthemovie.com/,"A documentary on the once promising American rock bands The Brian Jonestown Massacre and The Dandy Warhols. The friendship between respective founders, Anton Newcombe and Courtney Taylor, escalated into bitter rivalry as the Dandy Warhols garnered major international success while the Brian Jonestown Massacre imploded in a haze of drugs.",1.527551,,,2004-05-14,,Released,7.2,20.0,dig+2004,en
Dil Se..,tt0164538,21210.0,??? ??,False,,/pfEQqI471KmiuaxWMqhNCEVv022.jpg,5200000.0,,,The clash between love and ideology is portrayed in this love story between a radio executive and a beautiful revolutionary.,1.891138,,,1998-08-22,,Released,6.7,29.0,dil+se..+1998,hi
Dillinger Is Dead,tt0062893,56693.0,Dillinger è morto,False,,/ikTnVgCFJHQsaUpuFdUyrfm8e1B.jpg,0.0,,,"Back home, Glauco, an industrial designer, finds his wife in bed with a serious headache. She has left him dinner but it is cold and Glauco decides to prepare himself a gourmet meal...",1.059382,,,1969-02-25,,Released,6.5,13.0,dillinger+is+dead+1969,it
Dim Sum: A Little Bit of Heart,tt0087150,135418.0,Dim Sum: A Little Bit of Heart,False,,/hxpjL0VeCUsXJmLcHY5VIA6dZFi.jpg,0.0,,,"In San Francisco, an immigrant Chinese widow welcomes the new year with some unhappiness: she's 62 now, she wants to make a trip to China to pay last respects to her ancestors, a fortune teller has told her this is the year she'll die, and a daughter, Geraldine, remains unmarried. Geraldine does have a boyfriend, but she's not sure she's ready for marriage, and, anyway, he lives in Los Angeles and Geraldine doesn't want to leave her mother alone in her declining years. Mrs. Tan's cheerful brother-in-law tries to help out. Is there any solution that will enable Mrs. Tan to hold onto her culturally-influenced and deep-seated hopes, yet keep those hopes from suffocating Geraldine?",0.272989,,,1985-08-09,,Released,2.5,2.0,dim+sum+a+little+bit+of+heart+1985,en
Diên Biên Phu,tt0104105,74714.0,Diên Biên Phu,False,,/cjLOkGgkZhZKZfMg1tESUXEL7S5.jpg,30000000.0,,,,0.234366,,,1992-03-04,,Released,5.4,4.0,din+bin+phu+1992,fr
Dinosaurs!  A Fun-Filled Trip Back In Time,tt0080629,125512.0,Dinosaurs!  A Fun-Filled Trip Back In Time,False,,/yrho3PbjV6MqxsCpLSWrwwut4q6.jpg,0.0,,,"The video—with beginning scenes filmed in 1987—begins with a young boy named Phillip (played by Fred Savage) sitting in his bedroom, listening to loud music, and struggling to find an idea for a class report on a science topic. While struggling to find some ideas-and annoying his mother (offscreen) with his loud music- a song plays on his boom box, titled Mesozoic Mind, and the song provides him with an inspiration for his report: DINOSAURS!  Philip then goes to sleep and has a dream where he discovers that the search for the truth about these magnificent animals and their astonishing 160-million-year success on earth is probably the most fascinating speculation there is. Phillip then finishes his report and presents it to the class. The class report is then covered through the 1980 claymation short Dinosaur by Will Vinton Productions.",0.004948,,,1987-01-01,,Released,10.0,1.0,dinosaurs++a+fun-filled+trip+back+in+time+1987,en
Dinotopia: Quest for the Ruby Sunstone,tt0372238,35177.0,Dinotopia: Quest for the Ruby Sunstone,False,,/vA29B9t2kxNzAYAAO8umf60GZ58.jpg,0.0,,,"An Orphaned Boy sets out in search of adventure, but when a shipwreck lands him on an island where Dinosaurs and Humans coexist, he finds not only adventure but a family as well.",1.51255,,,2005-05-17,,Released,6.0,5.0,dinotopia+quest+for+the+ruby+sunstone+2005,en
Diplomacy,tt3129564,253239.0,Diplomatie,False,,/rewX3kovBwqmuxjpZTPb9ghSFJa.jpg,0.0,,,"The night of August 24, 1944. The fate of Paris is in the hands of General von Choltitz, governor of Grand Paris, who is preparing, on Hitler’s orders, to blow up the French capital. The descendent of a long line of Prussian military men, the general has never had any hesitation when it came to obeying orders. This is what’s on Swedish consul Raoul Nordling’s mind as he takes the secret staircase that leads to General von Choltitz’s suite at the Hôtel Meurice. The bridges on the Seine and the major monuments of Paris (including the Louvre, Notre Dame, the Eiffel Tower) are mined with explosives, ready to be detonated. Armed with all the weapons of diplomacy, the consul will try to convince the general not to follow Hitler’s order of destruction.",3.848346,,,2014-03-05,,Released,7.2,73.0,diplomacy+2014,fr
Dirty Ho,tt0079432,54182.0,???,False,,/hY20MUHbM3G4ldLnnnJzQv56jrX.jpg,0.0,,,"Wang Chin-chin, who is both the 11th prince and an expert fighterm has fun secretly subverting a local con-man, the inept Ho Chi (Wong Yue), but blackmails the crook into becoming his student after making it look like a B-girl named Choi Hung (Kara Hui) has poisoned Ho and beaten him up in a nightclub.",0.616564,,,1979-04-07,,Released,6.9,10.0,dirty+ho+1979,cn
Disco and Atomic War,tt1421032,46886.0,Disko ja tuumasõda,False,,/oMGFfB8zQmA477pCHIjgwVytgk6.jpg,0.0,,,"A story about growing up in the Soviet Union. The film tells the story of a strange kind of information war, where a totalitarian regime stands face to face with the heroes of popular culture. And loses. It was a time when it was possible for erotic film star Emmanuelle to bring down the Red Army and MacGyver to outdo an entire school administration. It is a film about our generation, who were unknowingly brought to the front line of the Cold War. Western popular culture had an incomparable role shaping Soviet children's world views in those days. Finnish television was a window to a world of dreams that the authorities could not block in any way. Though Finnish channels were banned, many households found some way to access the forbidden fruit.",0.08079,,,2009-04-10,,Released,5.3,2.0,disco+and+atomic+war+2009,en
Disco Dancer,tt0208903,19887.0,?????? ?????,False,,/bGXpWAXzsi77r3LWTCvwSNcoPtJ.jpg,0.0,,,"Jimmy promises to return to Bombay and become a famous entertainer so that he can exact revenge on Mr. Oberoi for having insulted and imprisoned his mother on false charges. He falls in love with Oberoi's daughter and causes Sam Oberoi's nervous breakdown when he takes over as popular disco dancer. Oberoi, in an attempt to get rid of Jimmy, accidentally kills his mother, and Jimmy is devastated and unable to perform. Will he rise above the tragedy, sing again, and avenge his mother's death?",1.051608,,,1982-12-10,,Released,5.5,6.0,disco+dancer+1982,hi
Disorder,tt1519635,102809.0,Xianshi Shi Guoqu De Weilai,False,,/kXoWtTWkonD2CgkdgTEUddanj88.jpg,0.0,,,"A ""city symphony"" full of dark humor that weaves together a collage of absurd sounds and events.",0.16702,,,2009-03-31,,Released,7.5,2.0,disorder+2009,en
Distant,tt0346094,31026.0,Uzak,False,,/mzq9DqtZtbYcgtFFJ0iSE4ZPWLT.jpg,0.0,,,"Uzak/Distant chronicles the numbing loneliness, longing, and isolation in the lives of two men who are consumed by their own problems. Istanbul photographer Mahmut reluctantly receives his relative Yusuf, but the mingling of their lives does little to alleviate their detachment.",2.432672,,,2002-12-20,,Released,6.7,37.0,distant+2002,tr
Distant Thunder,tt0069737,113012.0,???? ?????,False,,/sBj6ksr3ko10pttzm1d1izjW8qm.jpg,0.0,,,"Gangacharan is the new Brahmin of a village, where he assumes various duties: teaching, organizing religious events, and trying to prevent epidemics. But in that year 1943, war is raging (as reminded by the planes occasionally heard flying over the countryside), and a major famine is under way. As food shortages reach catastrophic proportions, Gangacharan attempts to preserve his privileged situation, while his generous wife, Ananga, conversely tries to help and support the community.",0.029361,,,1973-01-01,,Released,4.7,6.0,distant+thunder+1973,bn
"Distant Voices, Still Lives",tt0095037,41799.0,"Distant Voices, Still Lives",False,,/wO82phZNBk8s1b1doS6EZDj6M1X.jpg,0.0,,,"The second film in Terence Davies's autobiographical series (along with ""Trilogy"" and ""The Long Day Closes"") is an impressionistic view of a working-class family in 1940s and 1950s Liverpool, based on Davies's own family.  Through a series of exquisite tableaux Davies creates a deeply affecting photo album of a troubled family wrestling with the complexity of love.",1.402994,,,1988-09-29,,Released,6.8,24.0,distant+voices_+still+lives+1988,en
District 13: Ultimatum,tt1247640,15357.0,Banlieue 13 - Ultimatum,False,,/9dONlMfokUH5dfsjZJgpDl1KB12.jpg,15000000.0,,http://www.b13ultimatum-lefilm.com/,"Damien and Leito return to District 13 on a mission to bring peace to the troubled sector that is controlled by five different gang bosses, before the city's secret services take drastic measures to solve the problem.",9.133996,,,2009-02-18,,Released,6.0,323.0,district+13+ultimatum+2009,fr
District B13,tt0414852,10045.0,Banlieue 13,False,,/4mxGgU8aUxjjv1E0Zoww061WdWB.jpg,12000000.0,,http://www.banlieue13-lefilm.com/,"Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",7.594102,,,2004-11-09,,Released,6.5,572.0,district+b13+2004,fr
Dive!,tt1490637,82642.0,Dive!,False,,/hvvJZwtgSvukWjVyA3Be4IoU1QB.jpg,0.0,,http://www.divethefilm.com/,Follow filmmaker Jeremy Seifert and his circle of friends as they dumpster dive in the back alleys and gated garbage receptacles of L.A.'s supermarkets. In the process they uncover thousands of dollars worth of good food and an ugly truth about waste in America: grocery stores know they are wasting and most refuse to do anything about it.,0.119402,,,2010-02-05,,Released,6.2,3.0,dive+2010,en
Divided We Fall,tt0234288,29937.0,Musíme si pomáhat,False,,/jb3tUnVDSwtjpUnqbeRRDd9oJWM.jpg,0.0,,,"In Nazi occupied Czechoslovakia, a childless couple agree to hide a Jewish friend at great personal risk of discovery and execution.",1.43661,,,2000-03-16,,Released,7.6,11.0,divided+we+fall+2000,cs
Divine Horsemen: The Living Gods of Haiti,tt0123802,38638.0,Divine Horsemen: The Living Gods of Haiti,False,,/cyD6dWy4paQuKesOsIIA8NYkwUJ.jpg,0.0,,,"This intimate ethnographic study of Voudoun dances and rituals was shot by Maya Deren during her years in Haiti (1947-1951); she never edited the footage, so this “finished” version was made by Teiji Ito and Cherel Ito after Deren’s death.",0.003553,,,1985-01-01,,Released,4.8,2.0,divine+horsemen+the+living+gods+of+haiti+1985,en
Divine Intervention,tt0979876,99885.0,Divine Intervention,False,,/iXZ6bn4G3nzGChawX9PLLnjMTqI.jpg,0.0,,,Four friends fight an insane man's crusade to eliminate sinners from a small Western town.,0.001181,,,,,Released,0.0,0.0,divine+intervention+,en
Division III: Football's Finest,tt1562849,82685.0,Division III: Football's Finest,False,,/9BUVLmtgXyaOq47o2jcKVNeJmkT.jpg,0.0,,,"This ensemble comedy follows the Pullham University Bluecocks, a small liberal arts college with a Division III football program (the lowest division in the NCAA). When the head coach unexpectedly dies, the future of the flailing football program is in jeopardy, as they have not had a winning season in decades. In a desperate attempt to create some media attention for the athletic program and the university, President Georgia Anne Whistler hires known lunatic and felon, Coach Rick Vice, for what could be the football programs final season.",1.162596,,,2011-10-14,,Released,4.6,16.0,division+iii+footballs+finest+2011,en
Divorce Italian Style,tt0055913,20271.0,Divorzio all'italiana,False,,/sh4GkJCzER1cLOd7iy9IVSCkhnE.jpg,0.0,,,"A married Sicilian baron falls in love with his cousin and vows to wed her, but with divorce illegal he must concoct a crime of passion to do away with his wife.",3.279671,,,1961-12-20,,Released,7.9,53.0,divorce+italian+style+1961,it
Dixie Chicks: Shut Up and Sing,tt0811136,2152.0,Dixie Chicks: Shut Up and Sing,False,,/w4aBkL4WFqSFt6BUGeoibK0Vv5N.jpg,0.0,,,"Shut Up and Sing is a documentary about the country band from Texas called the Dixie Chicks and how one tiny comment against President Bush dropped their number one hit off the charts and caused fans to hate them, destroy their CD’s, and protest at their concerts. A film about freedom of speech gone out of control and the three girls lives that were forever changed by a small anti-Bush comment",1.831001,,,2006-10-27,,Released,6.5,12.0,dixie+chicks+shut+up+and+sing+2006,en
Déjà Vu,tt0119033,161795.0,Déjà Vu,False,,/2BeYSPf181arGt4lWhRmpfBKFWm.jpg,0.0,,,"L.A. shop owner Dana and Englishman Sean meet and fall in love at first sight, but Sean is married and Dana is to marry her business partner Alex.",0.438882,,,1998-04-22,,Released,8.0,1.0,dj+vu+1998,en
Déjà Vu,tt0453467,7551.0,Déjà Vu,False,,/abqvTL8xYQLgAtQGmyN7UxvCRGN.jpg,75000000.0,,,"Called in to recover evidence in the aftermath of a horrific explosion on a New Orleans ferry, Federal agent Doug Carlin gets pulled away from the scene and taken to a top-secret government lab that uses a time-shifting surveillance device to help prevent crime.",14.922904,,,2006-11-22,,Released,6.6,1519.0,dj+vu+2006,en
Django Strikes Again,tt0093113,77079.0,Django 2: il grande ritorno,False,,/szuTsYlfLY2tqISRi6Q61ujYDWG.jpg,0.0,,,Former gunfighter Django has become a monk and abandoned his violent former ways. His daughter is kidnapped by rogue Hungarian soldiers using slave labor to run a silver mine. Django casts off his habit and digs up his machine gun to practice a little liberation theology.,0.540326,,,1987-10-22,,Released,4.6,4.0,django+strikes+again+1987,it
"Django, Kill! (If You Live Shoot!)",tt0062082,61943.0,Se sei vivo spara,False,,/yu9zuoLVtLoFmKeTlWqJEzGXIr3.jpg,0.0,,,"A Mexican outlaw known as ""The Stranger"" is part of a band of thieves that steal a cargo of gold from a stagecoach. However, the Americans in the band betray him, and shoot all the Mexicans. The Stranger is not completely dead though, and crawls his way out of his shallow grave, continuing his pursuit of the gold, and exacting a bloody vengeance.",1.012359,,,1967-05-03,,Released,4.9,12.0,django_+kill+if+you+live+shoot+1967,it
Djomeh,tt0259981,47161.0,????,False,,/rR2OQVeMouHYFO9CsTB7UjX7CYg.jpg,0.0,,,"Djomeh is a young Afghan man who has come to live in Iran because of family trouble. Working as a milk boy, he encounters discrimination from the Iranian villagers and disdain from Habib, a fellow Afghani to whose trust Djomeh was given. The only person who shows any friendliness to him is his employer, who Djomeh asks to intercede for him in asking a woman from the village for her hand in marriage.",0.400015,,,2000-01-01,,Released,4.3,3.0,djomeh+2000,fa
Do Fish Do It?,tt0291905,12147.0,Fickende Fische,False,,/uDTpTD6tafxnwxzwnUfPPTcRmfy.jpg,0.0,,,"16-year old Jan is absent-mindedly strolling through the streets when he's run over by roller-skating Nina. As fast as she has stormed into his life, however, she rushes off again. Nina is 15 years old and full of crazy ideas. She lives together with her brother, her father and his new girlfriend. Her mother isn't in touch much. That's why there is the unconventional Angel whose own daughter disappeared years ago and who is Nina's best friend and substitute mother.",0.174769,,,2002-08-15,,Released,4.5,3.0,do+fish+do+it+2002,de
Docking the Boat,tt0058926,17091.0,Att angöra en brygga,False,,/q0LjIc2sAo17yivkVS72I3acCid.jpg,0.0,,,"On the island, the hosts of a traditional Swedish crayfish party are awaiting their guests. The crayfish are freshly boiled, red and delicious. The guests are in their boat, sailing towards the island. They are bringing along the drinks for the evening's party. Everyone is prepared to enjoy the evening. But first they've got to dock the boat... Docking the boat (Att angöra en brygga) is the second film by the legendary Swedish comedy film makers Hans Alfredson and Tage Danielsson. It has become one of the greatest classics in Swedish film history.",0.923569,,,1965-12-26,,Released,6.0,8.0,docking+the+boat+1965,sv
Doctor Who: The Time of the Doctor,tt2986512,282848.0,Doctor Who: The Time of the Doctor,False,,/pEFGnBK6Kd4sqbkz7nMo3s4oyi2.jpg,0.0,,,"Orbiting a quiet backwater planet, the massed forces of the universe's deadliest species gather, drawn to a mysterious message that echoes out to the stars. And amongst them, the Doctor. Rescuing Clara from a family Christmas dinner, the Time Lord and his best friend must learn what this enigmatic signal means for his own fate and that of the universe.",3.331914,,,2013-12-25,,Released,8.4,61.0,doctor+who+the+time+of+the+doctor+2013,en
Dodes'ka-den,tt0065649,33205.0,??????,False,,/gP9pM94ATcZGfKQ3faKy0a3dVIi.jpg,0.0,,,"By turns tragic and transcendent, Akira Kurosawa’s film follows the daily lives of a group of people barely scraping by in a slum on the outskirts of Tokyo. Yet as desperate as their circumstances are, each of them—the homeless father and son envisioning their dream house; the young woman abused by her uncle; the boy who imagines himself a trolley conductor—finds reasons to carry on. The unforgettable Dodes’ka-den was made at a tumultuous moment in Kurosawa’s life. And all of his hopes, fears, and artistic passion are on fervent display in this, his gloriously shot first color film.",1.696371,,,1970-10-31,,Released,6.7,22.0,dodeska-den+1970,ja
DodgeBall: A True Underdog Story,tt0364725,9472.0,DodgeBall: A True Underdog Story,False,,/sgTJCyuZSJJt9LatGHolpCpqg1m.jpg,20000000.0,,,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",11.967379,,,2004-06-18,,Released,6.2,1009.0,dodgeball+a+true+underdog+story+2004,en
